birthdate,isBlock,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,pointsJourney,numberJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
25/03/2004,TRUE,0,5.8,0000568457_5-6_03.jpg,TRUE,1,Ganal,8,20240909T093353+0000,98070,185,TRUE,FALSE,105000,Aaron Ganal,0000568453_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003442,fit,75593.png,JFL,1,Andorra la Vella,Andorra,1.7,<dbl>,<int>,3.7,https://supermanager.acb.com/files/logo/75539.png,1,FALSE,A. Ganal,MoraBanc Andorra,21,1.7
05/09/1989,TRUE,0,5.4,0000564678_5-6_03.jpg,TRUE,4,Tomàs,19,20240909T093401+0000,63524,200,TRUE,FALSE,185000,Pere Tomàs,0000564666_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203675,fit,2425CoviranGranadapositivo.png,JFL,48,Llucmajor (Mallorca),España,1.3,<dbl>,<int>,1,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,3,FALSE,P. Tomàs,Coviran Granada,35,-3.4
29/05/2006,TRUE,0,2.3,0000606996_5-6_03.jpg,TRUE,4,Medal,25,20250308T231928+0000,100000,189,TRUE,FALSE,100000,Luca Medal,0000606985_5-6_03.jpg,NA,fit,2425CoviranGranadapositivo.png,JFL,299,Puerto de la Cruz,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,3,FALSE,L. Medal,Coviran Granada,19,1.7
04/06/2005,TRUE,0,4.9,0000607016_5-6_03.jpg,TRUE,4,Cerdá,34,20241116T204549+0000,85000,216,FALSE,FALSE,100000,Osi Cerdá,0000606999_5-6_03.jpg,NA,fit,2425CoviranGranadapositivo.png,JFL,253,Madrid,España,-1,<dbl>,<int>,4.4,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,5,FALSE,O. Cerdá,Coviran Granada,20,3.9
12/06/1998,TRUE,0,107.1,0000568088_5-6_03.jpg,TRUE,6,Forrest,11,20240909T150134+0000,948000,194,FALSE,FALSE,420000,Trent Forrest,0000568068_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003408,fit,baskonia_00.png,EXT,181,Dotham (Alabama),EE.UU.,19,<dbl>,<int>,19,https://supermanager.acb.com/files/logo/baskonia_00.png,1,TRUE,T. Forrest,Baskonia,26,-69.2
17/01/1998,TRUE,0,93.2,0000568012_5-6_03.jpg,TRUE,6,Sedekerskis,8,20240909T150134+0000,923077,206,TRUE,FALSE,640000,Tadas Sedekerskis,0000568004_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210830,fit,baskonia_00.png,JFL,176,Nida,Lituania,18.5,<dbl>,<int>,18.5,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,T. Sedekerskis,Baskonia,27,-56.3
24/12/1995,TRUE,0,99.1,0000567691_5-6_03.jpg,TRUE,6,Moneke,95,20240909T150133+0000,877333,198,FALSE,FALSE,950000,Chima Moneke,0000567667_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001128,fit,baskonia_00.png,COT,170,Abuja,Nigeria,17.5,<dbl>,<int>,17.5,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,C. Moneke,Baskonia,29,-64
07/08/1997,TRUE,0,86.7,0000567715_5-6_03.jpg,TRUE,6,Hall,45,20240909T150133+0000,728438,208,FALSE,FALSE,380000,Donta Hall,0000567699_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003387,fit,baskonia_00.png,EUR,172,Luverne (Alabama),Azerbaiyán,14.6,<dbl>,<int>,14.6,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,D. Hall,Baskonia,27,-57.5
29/05/1990,TRUE,0,64,0000571352_5-6_03.jpg,TRUE,17,Thompkins,33,20240909T150146+0000,652800,208,FALSE,FALSE,360000,Trey Thompkins,0000571334_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211615,fit,2425BCoruna.png,EXT,224,Nueva York,EE.UU.,13.1,<dbl>,<int>,13.1,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,TRUE,T. Thompkins,Leyma Coruña,35,-37.9
17/10/1998,TRUE,0,11,defaultBody.jpg,TRUE,17,Verge,11,20250516T141755+0000,532306,191,FALSE,FALSE,350000,Alonzo Verge Jr.,0000813145_5-6_03.jpg,NA,fit,2425BCoruna.png,EXT,318,Illinois,EE.UU.,12.7,<dbl>,<int>,4.6,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,TRUE,A. Verge,Leyma Coruña,26,-1.8
26/03/1992,TRUE,0,64.5,0000571196_5-6_03.jpg,TRUE,17,Huskic,8,20240909T093414+0000,603214,210,FALSE,FALSE,320000,Goran Huskic,0000571186_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210647,fit,2425BCoruna.png,EUR,141,Belgrado,Serbia,12.1,<dbl>,<int>,12.1,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,G. Huskic,Leyma Coruña,33,-40.4
03/03/1999,TRUE,0,63.4,0000567855_5-6_03.jpg,TRUE,6,Howard,0,20240909T150134+0000,533125,179,FALSE,FALSE,670000,Markus Howard,0000567839_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001957,fit,baskonia_00.png,EXT,180,New Jersey,EE.UU.,10.7,<dbl>,<int>,10.7,https://supermanager.acb.com/files/logo/baskonia_00.png,3,TRUE,M. Howard,Baskonia,26,-42.1
09/05/1995,TRUE,0,55.6,0000568063_5-6_03.jpg,TRUE,6,Luwawu,9,20240909T150133+0000,492333,198,FALSE,FALSE,400000,Timothé Luwawu-Cabarrot,0000568035_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003351,fit,baskonia_00.png,EUR,173,Cannes,Francia,9.8,<dbl>,<int>,9.8,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,Luwawu-Cabarrot,Baskonia,30,-35.9
03/01/1994,TRUE,0,54.1,0000571147_5-6_03.jpg,TRUE,17,Burjanadze,77,20240909T093414+0000,466774,201,TRUE,FALSE,280000,Beqa Burjanadze,0000571133_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204145,fit,2425BCoruna.png,JFL,145,Tbilisi,Georgia,9.3,<dbl>,<int>,9.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,B. Burjanadze,Leyma Coruña,31,-35.5
27/06/2001,TRUE,0,50,0000567885_5-6_03.jpg,TRUE,6,Rogkavopulos,17,20240909T150134+0000,454138,201,FALSE,FALSE,220000,Nikos Rogkavopoulos,0000567867_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002650,fit,baskonia_00.png,EUR,174,Marousi,Grecia,9.1,<dbl>,<int>,9.1,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,N.Rogkavopoulos,Baskonia,23,-31.8
21/11/1999,TRUE,0,40.5,0000571264_5-6_03.jpg,TRUE,17,Lundqvist,9,20240909T093414+0000,440435,201,FALSE,FALSE,290000,Olle Lundqvist,0000571256_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003449,fit,2425BCoruna.png,EUR,142,Brunflo,Suecia,8.8,<dbl>,<int>,8.8,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,O. Lundqvist,Leyma Coruña,25,-22.9
15/09/1997,TRUE,0,30.1,0000567771_5-6_03.jpg,TRUE,6,Baldwin,44,20240909T150134+0000,423750,183,FALSE,FALSE,600000,Kamar Baldwin,0000567763_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003350,fit,baskonia_00.png,EUR,175,Georgia,Georgia,8.5,<dbl>,<int>,8.5,https://supermanager.acb.com/files/logo/baskonia_00.png,1,FALSE,K. Baldwin,Baskonia,27,-13.1
22/07/1997,TRUE,0,21,0000784100_5-6_03.jpg,TRUE,17,Silins,25,20250307T140432+0000,411700,211,FALSE,FALSE,450000,Karlis Silins,0000784086_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003918,fit,2425BCoruna.png,EUR,298,Riga,Letonia,8.4,<dbl>,<int>,6.2,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,K. Silins,Leyma Coruña,27,-8.6
31/12/1998,TRUE,0,48,0000571108_5-6_03.jpg,TRUE,17,Diagne,12,20240909T093414+0000,413548,215,TRUE,FALSE,200000,Atoumane Diagne,0000571093_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211460,fit,2425BCoruna.png,JFL,139,Dakar,Senegal,8.3,<dbl>,<int>,8.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,A. Diagne,Leyma Coruña,26,-31.4
27/11/1992,TRUE,0,44.1,0000571303_5-6_03.jpg,TRUE,17,Scrubb,6,20240909T093414+0000,412500,194,FALSE,FALSE,440000,Phil Scrubb,0000571294_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000058,fit,2425BCoruna.png,EUR,140,Vancouver,Reino Unido,8.3,<dbl>,<int>,8.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,P. Scrubb,Leyma Coruña,32,-27.6
17/09/1991,TRUE,0,27.7,0000571117_5-6_03.jpg,TRUE,17,Lima,31,20240909T093414+0000,407333,209,TRUE,FALSE,430000,Augusto Lima,0000571114_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20200277,fit,2425BCoruna.png,JFL,146,Río de Janeiro,España,8.1,<dbl>,<int>,8.1,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,A. Lima,Leyma Coruña,33,-11.4
15/01/2002,TRUE,0,42.5,0000567798_5-6_03.jpg,TRUE,6,Diop,18,20240909T150134+0000,356875,215,TRUE,FALSE,280000,Khalifa Diop,0000567786_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212905,fit,baskonia_00.png,JFL,179,Guediawaye,Senegal,7.1,<dbl>,<int>,7.1,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,K. Diop,Baskonia,23,-28.2
15/04/1993,TRUE,0,41.4,0000571374_5-6_03.jpg,TRUE,17,Barrueta,23,20240909T150146+0000,356774,196,FALSE,FALSE,410000,Yunio Barrueta,0000571357_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003435,fit,2425BCoruna.png,EUR,223,Miami,EE.UU.,7.1,<dbl>,<int>,7.1,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,Y. Barrueta,Leyma Coruña,32,-27.1
09/01/2000,TRUE,0,26.9,0000773298_5-6_03.jpg,TRUE,6,Samanic,99,20250102T183902+0000,348889,208,FALSE,FALSE,375000,Luka Samanic,0000773295_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212330,injured,baskonia_00.png,EUR,273,Zagreb,Croacia,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,L. Samanic,Baskonia,25,-12.9
11/03/1998,TRUE,0,16.5,0000571071_5-6_03.jpg,TRUE,17,Font,22,20240909T093414+0000,163462,194,TRUE,FALSE,190000,Aleix Font,0000571066_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210147,fit,2425BCoruna.png,JFL,148,Barcelona,España,3.3,<dbl>,<int>,3.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,A. Font,Leyma Coruña,27,-10
18/04/1993,TRUE,0,16.3,0000571216_5-6_03.jpg,TRUE,17,Jakovics,7,20240909T093414+0000,148276,186,FALSE,FALSE,300000,Ingus Jakovics,0000571207_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003423,fit,2425BCoruna.png,EUR,143,Madona,Letonia,3,<dbl>,<int>,3,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,FALSE,I. Jakovics,Leyma Coruña,32,-10.4
13/04/2002,TRUE,0,5.3,0000567968_5-6_03.jpg,TRUE,6,Savkov,6,20240909T150134+0000,150000,200,TRUE,FALSE,120000,Pavel Savkov,0000567954_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000111,fit,baskonia_00.png,JFL,178,Moscow,Rusia,3,<dbl>,<int>,3,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,P. Savkov,Baskonia,23,0.7
01/09/1995,TRUE,0,9,0000567907_5-6_03.jpg,TRUE,6,Jaramaz,10,20240909T150133+0000,89231,193,FALSE,FALSE,210000,Ognjen Jaramaz,0000567898_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212947,fit,baskonia_00.png,EUR,171,Krusevac,Serbia,1.8,<dbl>,<int>,1.8,https://supermanager.acb.com/files/logo/baskonia_00.png,1,FALSE,O. Jaramaz,Baskonia,29,-5.4
31/03/1999,TRUE,0,-1.8,0000567993_5-6_03.jpg,TRUE,6,Raieste,2,20240909T150134+0000,64400,201,TRUE,FALSE,130000,Sander Raieste,0000567979_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212239,fit,baskonia_00.png,JFL,177,Tallín,Estonia,1.6,<dbl>,<int>,-6.1,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,S. Raieste,Baskonia,26,-10.3
09/10/1992,TRUE,0,11.8,0000781977_5-6_03.jpg,TRUE,17,Núñez,1,20250228T111935+0000,116917,203,FALSE,FALSE,310000,Angel Núñez,0000781949_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003882,injured,2425BCoruna.png,COT,296,Santo Domingo,República Dominicana,1.2,<dbl>,<int>,9.4,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,A. Núñez,Leyma Coruña,32,6.9
24/03/2004,TRUE,0,3.3,0000571325_5-6_03.jpg,TRUE,17,Martinez,18,20241228T183909+0000,93500,192,TRUE,FALSE,110000,Santiago Martinez,0000571316_5-6_03.jpg,NA,fit,2425BCoruna.png,JFL,270,A coruña,España,1,<dbl>,<int>,2.7,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,S. Martinez,Leyma Coruña,21,2.2
12/02/1990,TRUE,0,3.3,0000571086_5-6_03.jpg,TRUE,17,Hernández,30,20240909T093414+0000,45258,189,TRUE,FALSE,120000,Alex Hernández,0000571077_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203802,injured,2425BCoruna.png,JFL,147,Murcia,España,0.7,<dbl>,<int>,2.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,FALSE,A. Hernández,Leyma Coruña,35,1.4
30/12/2005,TRUE,0,2.9,0000567827_5-6_03.jpg,TRUE,6,Faye,39,20240929T104034+0000,125000,208,TRUE,FALSE,125000,Seydina Faye,0000567814_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001252,fit,baskonia_00.png,JFL,236,Dakar,Senegal,0,<NULL>,<int>,2.5,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,S. Faye,Baskonia,19,2.1
01/03/2006,TRUE,0,2.5,0000568113_5-6_03.jpg,TRUE,6,Hrabar,33,20241012T235144+0000,110000,204,FALSE,FALSE,110000,Vit Hrabar,0000568102_5-6_03.jpg,NA,fit,baskonia_00.png,EUR,239,Izola,Eslovenia,0,<dbl>,<int>,2.2,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,V. Hrabar,Baskonia,19,1.9
01/01/2003,TRUE,0,2.3,0000567753_5-6_03.jpg,TRUE,6,Querejeta,4,20241026T192348+0000,100000,186,TRUE,FALSE,100000,Joseba Querejeta,0000567739_5-6_03.jpg,NA,fit,baskonia_00.png,JFL,243,Vitoria-Gasteiz,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/baskonia_00.png,1,FALSE,J. Querejeta,Baskonia,22,1.7
06/09/2004,TRUE,0,2.3,0000571249_5-6_03.jpg,TRUE,17,Cebrián,3,20250110T155513+0000,100000,186,TRUE,FALSE,100000,Niko Cebrián,0000571240_5-6_03.jpg,NA,fit,2425BCoruna.png,JFL,277,Madrid,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,FALSE,N. Cebrián,Leyma Coruña,20,1.7
14/10/2004,TRUE,0,9.5,0000571290_5-6_03.jpg,TRUE,17,Thiam,0,20240930T044039+0000,92119,192,TRUE,FALSE,150000,Omar Thiam,0000571277_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003479,fit,2425BCoruna.png,JFL,237,Barcelona,España,-0.3,<NULL>,<int>,8.4,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,O. Thiam,Leyma Coruña,20,7.3
22/03/1997,TRUE,0,63.4,0000565471_5-6_03.jpg,TRUE,12,Metu,10,20240909T093408+0000,792105,208,FALSE,FALSE,440000,Chimezie Metu,0000565462_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003392,injured,2324BarcaLogoweb.png,COT,90,Los Ángeles (California),Nigeria,15.8,<NULL>,<int>,15.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,C. Metu,Barça,28,-31.7
15/03/1995,TRUE,0,86.2,0000565533_5-6_03.jpg,TRUE,12,Parker,22,20240909T093409+0000,742903,203,FALSE,FALSE,540000,Jabari Parker,0000565526_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002721,fit,2324BarcaLogoweb.png,EXT,97,Chicago (Illinois),EE.UU.,14.9,<dbl>,<int>,14.9,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,TRUE,J. Parker,Barça,30,-56.5
10/04/2000,TRUE,0,91.4,0000568967_5-6_03.jpg,TRUE,13,Pantzar,19,20240909T093411+0000,731176,190,TRUE,FALSE,530000,Melwin Pantzar,0000568953_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212357,fit,logo_surnebb_pos.png,JFL,112,Valsta,Suecia,14.6,<dbl>,<int>,14.6,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,1,FALSE,M. Pantzar,Surne Bilbao Basket,25,-62.2
04/04/2000,TRUE,0,77.1,0000565578_5-6_03.jpg,TRUE,12,Parra,44,20240909T093410+0000,720357,202,TRUE,FALSE,250000,Joel Parra,0000565565_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212265,fit,2324BarcaLogoweb.png,JFL,98,Barcelona,España,14.4,<dbl>,<int>,14.4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,J. Parra,Barça,25,-48.3
28/10/1997,TRUE,0,72.9,0000569088_5-6_03.jpg,TRUE,13,Hlinason,32,20240909T093411+0000,721538,215,FALSE,FALSE,500000,Tryggvi Hlinason,0000569076_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212461,injured,logo_surnebb_pos.png,EUR,105,Akureyri,Islandia,14.4,<NULL>,<int>,14.4,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,T. Hlinason,Surne Bilbao Basket,27,-44
25/06/1993,TRUE,0,77.8,0000565635_5-6_03.jpg,TRUE,12,Punter,0,20240909T093409+0000,688333,193,FALSE,FALSE,560000,Kevin Punter,0000565622_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003361,fit,2324BarcaLogoweb.png,EUR,91,New York,Serbia,13.8,<dbl>,<int>,13.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,K. Punter,Barça,31,-50.2
27/05/1994,TRUE,0,73.9,0000565707_5-6_03.jpg,TRUE,12,Hernangómez,14,20240909T093410+0000,690714,210,TRUE,FALSE,700000,Willy Hernangómez,0000565689_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209187,fit,2324BarcaLogoweb.png,JFL,99,Madrid,España,13.8,<dbl>,<int>,13.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,W. Hernangómez,Barça,31,-46.3
30/10/1991,TRUE,0,78,0000565684_5-6_03.jpg,TRUE,12,Satoransky,13,20240909T093409+0000,672581,201,FALSE,FALSE,470000,Tomas Satoransky,0000565665_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20202163,fit,2324BarcaLogoweb.png,EUR,93,Praga,Chequia,13.5,<dbl>,<int>,13.5,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,T. Satoransky,Barça,33,-51.1
08/11/1994,TRUE,0,64.5,0000565506_5-6_03.jpg,TRUE,12,Brizuela,8,20240909T093410+0000,571000,188,TRUE,FALSE,220000,Darío Brizuela,0000565502_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209919,fit,2324BarcaLogoweb.png,JFL,100,San Sebastián,España,11.4,<dbl>,<int>,11.4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,D. Brizuela,Barça,30,-41.7
31/01/1990,TRUE,0,2.4,0000565646_5-6_03.jpg,TRUE,12,Laprovittola,20,20240909T093409+0000,410867,190,FALSE,FALSE,430000,Nico Laprovittola,0000565641_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211947,injured,2324BarcaLogoweb.png,EUR,94,Castelar,Italia,11.2,<NULL>,<int>,-3.7,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,N. Laprovittola,Barça,35,-9.9
27/05/1997,TRUE,0,64.6,0000568863_5-6_03.jpg,TRUE,13,Frey,3,20240909T093411+0000,517059,188,FALSE,FALSE,390000,Harald Frey,0000568845_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003398,fit,logo_surnebb_pos.png,EUR,103,Oslo,Noruega,10.3,<dbl>,<int>,10.3,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,1,FALSE,H. Frey,Surne Bilbao Basket,28,-43.9
31/01/2003,TRUE,0,61.7,0000569046_5-6_03.jpg,TRUE,13,De Ridder,11,20240909T093411+0000,505455,203,FALSE,FALSE,300000,Thijs De Ridder,0000569033_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002687,fit,logo_surnebb_pos.png,EUR,102,Brasschaat,Bélgica,10.1,<dbl>,<int>,10.1,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,T. De Ridder,Surne Bilbao Basket,22,-41.4
24/04/1990,TRUE,0,32,0000565550_5-6_03.jpg,TRUE,12,Vesely,6,20240909T093409+0000,470000,210,FALSE,FALSE,460000,Jan Vesely,0000565545_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001949,injured,2324BarcaLogoweb.png,EUR,95,Ostrava,Chequia,9.4,<NULL>,<int>,9.4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,J. Vesely,Barça,35,-13.2
29/12/1993,TRUE,0,54.1,0000568950_5-6_03.jpg,TRUE,13,Jones,17,20240909T093411+0000,455000,213,FALSE,FALSE,430000,Marvin Jones,0000568924_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003399,fit,logo_surnebb_pos.png,EXT,109,Ilinois,EE.UU.,9.1,<dbl>,<int>,9.1,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,TRUE,M. Jones,Surne Bilbao Basket,31,-35.9
04/06/2004,TRUE,0,35.2,0000565598_5-6_03.jpg,TRUE,12,Núñez,17,20240909T093408+0000,440526,191,TRUE,FALSE,480000,Juan Núñez,0000565586_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000093,injured,2324BarcaLogoweb.png,JFL,88,Madrid,España,8.8,<NULL>,<int>,8.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,J. Núñez,Barça,21,-17.6
01/09/1994,TRUE,0,52.2,0000568998_5-6_03.jpg,TRUE,13,A.-Rahkman,5,20240909T093411+0000,417941,196,FALSE,FALSE,380000,Muhammad-Ali Abdur-Rahkman,0000569003_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003400,fit,logo_surnebb_pos.png,EXT,108,Pensilvania,EE.UU.,8.4,<dbl>,<int>,8.4,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,TRUE,Abdur-Rahkman,Surne Bilbao Basket,30,-35.5
19/11/1993,TRUE,0,44,0000565609_5-6_03.jpg,TRUE,12,Anderson,1,20240909T093409+0000,411429,198,FALSE,FALSE,330000,Justin Anderson,0000565605_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002865,fit,2324BarcaLogoweb.png,EXT,96,Montross (Virginia),EE.UU.,8.2,<dbl>,<int>,8.2,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,TRUE,J. Anderson,Barça,31,-27.6
22/06/1989,TRUE,0,50.1,0000569137_5-6_03.jpg,TRUE,13,Dragic,30,20240909T093411+0000,401176,196,FALSE,FALSE,340000,Zoran Dragic,0000569120_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210258,fit,logo_surnebb_pos.png,EUR,104,Liubliana,Eslovenia,8,<dbl>,<int>,8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,Z. Dragic,Surne Bilbao Basket,35,-34.1
12/01/1995,TRUE,0,42.4,0000565730_5-6_03.jpg,TRUE,12,Fall,19,20240909T093409+0000,396071,221,FALSE,FALSE,360000,Youssoupha Fall,0000565714_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000037,fit,2324BarcaLogoweb.png,EUR,92,Dakar,Francia,7.9,<dbl>,<int>,7.9,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,Y. Fall,Barça,30,-26.5
04/01/1993,TRUE,0,47,0000569065_5-6_03.jpg,TRUE,13,Gielo,12,20240909T093411+0000,375882,205,FALSE,FALSE,150000,Tomasz Gielo,0000569054_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212214,fit,logo_surnebb_pos.png,EUR,106,Szczecin,Polonia,7.5,<dbl>,<int>,7.5,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,T. Gielo,Surne Bilbao Basket,32,-32
01/08/1993,TRUE,0,38.5,0000565440_5-6_03.jpg,TRUE,12,Abrines,21,20240909T093410+0000,350345,198,TRUE,FALSE,230000,Álex Abrines,0000565432_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209223,injured,2324BarcaLogoweb.png,JFL,101,Palma de Mallorca,España,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,A. Abrines,Barça,31,-24.5
10/09/2006,TRUE,0,9.8,0000568820_5-6_03.jpg,TRUE,13,Bagayoko,13,20250330T165043+0000,306077,207,TRUE,FALSE,180000,Bassala Bagayoko,0000568803_5-6_03.jpg,NA,fit,logo_surnebb_pos.png,JFL,309,Bamako,Malí,6.7,<dbl>,<int>,1.5,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,B. Bagayoko,Surne Bilbao Basket,18,-6.8
27/08/2001,TRUE,0,15.2,0000784048_5-6_03.jpg,TRUE,13,Cazalon,7,20250226T111934+0000,301628,198,FALSE,FALSE,290000,Malcolm Cazalon,0000784047_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003912,fit,logo_surnebb_pos.png,EUR,291,Roanne,Francia,6,<dbl>,<int>,6.1,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,M. Cazalon,Surne Bilbao Basket,23,-2.9
